skill,question,expected_answer,difficulty,domain,source,experience_level
Java,How do you implement or use oop fundamentals in Java? Provide a typical use case.,"To implement oop fundamentals in Java, you configure settings for Structuring code using inheritance, encapsulation, and interfaces. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of oop fundamentals in Java, and how do you optimize it?","Optimizing oop fundamentals in Java involves tuning configurations for Structuring code using inheritance, encapsulation, and interfaces. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with oop fundamentals in Java, and how do you debug it?","A common issue with oop fundamentals in Java relates to misconfigured references to Structuring code using inheritance, encapsulation, and interfaces. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,How does Garbage Collection (GC) work in Java and what are its main stages?,"GC automatically manages memory by reclaiming heap space occupied by unreachable objects. Main stages include marking alive objects, sweeping dead objects, and compacting space.",Hard,Backend,InterQill Core Bank,Senior
Java,How do you implement or use garbage collection in Java? Provide a typical use case.,"To implement garbage collection in Java, you configure settings for Reclaiming heap space using garbage collectors. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of garbage collection in Java, and how do you optimize it?","Optimizing garbage collection in Java involves tuning configurations for Reclaiming heap space using garbage collectors. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with garbage collection in Java, and how do you debug it?","A common issue with garbage collection in Java relates to misconfigured references to Reclaiming heap space using garbage collectors. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,What is the difference between an interface and an abstract class in Java?,An interface defines a contract with abstract methods (and default methods in Java 8+). An abstract class can have state (instance variables) and concrete methods. A class can implement multiple interfaces but inherit only one class.,Medium,Backend,InterQill Core Bank,Mid
Java,How do you implement or use interfaces vs abstract classes in Java? Provide a typical use case.,"To implement interfaces vs abstract classes in Java, you configure settings for Contrasting interface contracts with class definitions. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of interfaces vs abstract classes in Java, and how do you optimize it?","Optimizing interfaces vs abstract classes in Java involves tuning configurations for Contrasting interface contracts with class definitions. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with interfaces vs abstract classes in Java, and how do you debug it?","A common issue with interfaces vs abstract classes in Java relates to misconfigured references to Contrasting interface contracts with class definitions. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,How do you create and run a thread in Java? Explain Runnable vs Thread.,Threads can be created by extending the Thread class or implementing the Runnable interface. Implementing Runnable is preferred because Java only supports single class inheritance.,Medium,Backend,InterQill Core Bank,Mid
Java,How do you implement or use multithreading in Java? Provide a typical use case.,"To implement multithreading in Java, you configure settings for Running parallel code paths by implementing Runnable interfaces. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of multithreading in Java, and how do you optimize it?","Optimizing multithreading in Java involves tuning configurations for Running parallel code paths by implementing Runnable interfaces. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with multithreading in Java, and how do you debug it?","A common issue with multithreading in Java relates to misconfigured references to Running parallel code paths by implementing Runnable interfaces. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,What is the Java Collections Framework? Explain the difference between HashMap and Hashtable.,"The Collections framework is a set of classes and interfaces for storing data structures. HashMap is unsynchronized and allows null keys/values, whereas Hashtable is thread-safe and does not allow nulls.",Medium,Backend,InterQill Core Bank,Mid
Java,How do you implement or use collections framework in Java? Provide a typical use case.,"To implement collections framework in Java, you configure settings for Storing collections via HashMap, ArrayList, and HashSet. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of collections framework in Java, and how do you optimize it?","Optimizing collections framework in Java involves tuning configurations for Storing collections via HashMap, ArrayList, and HashSet. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with collections framework in Java, and how do you debug it?","A common issue with collections framework in Java relates to misconfigured references to Storing collections via HashMap, ArrayList, and HashSet. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,"Explain checked exceptions, unchecked exceptions, and Errors in Java.",Checked exceptions are checked at compile-time and must be declared or caught. Unchecked exceptions (RuntimeExceptions) occur at runtime. Errors represent serious system issues that applications shouldn't catch.,Easy,Backend,InterQill Core Bank,Junior
Java,How do you implement or use exceptions hierarchy in Java? Provide a typical use case.,"To implement exceptions hierarchy in Java, you configure settings for Catching compiler checked versus runtime unchecked exceptions. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of exceptions hierarchy in Java, and how do you optimize it?","Optimizing exceptions hierarchy in Java involves tuning configurations for Catching compiler checked versus runtime unchecked exceptions. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with exceptions hierarchy in Java, and how do you debug it?","A common issue with exceptions hierarchy in Java relates to misconfigured references to Catching compiler checked versus runtime unchecked exceptions. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,"What is the difference between JVM, JRE, and JDK?",JVM executes Java bytecode. JRE contains JVM and runtime libraries to run applications. JDK contains JRE and development tools (like javac) to compile and build code.,Easy,Backend,InterQill Core Bank,Junior
Java,How do you implement or use jvm jre jdk in Java? Provide a typical use case.,"To implement jvm jre jdk in Java, you configure settings for Compiling and running code using developer tools. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of jvm jre jdk in Java, and how do you optimize it?","Optimizing jvm jre jdk in Java involves tuning configurations for Compiling and running code using developer tools. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with jvm jre jdk in Java, and how do you debug it?","A common issue with jvm jre jdk in Java relates to misconfigured references to Compiling and running code using developer tools. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,"Why is String immutable in Java, and when should you use StringBuilder or StringBuffer?","Strings are immutable for security, synchronization, and caching (String Pool). Use StringBuilder for mutable strings in a single thread, and StringBuffer for thread-safe operations.",Easy,Backend,InterQill Core Bank,Junior
Java,How do you implement or use string builder in Java? Provide a typical use case.,"To implement string builder in Java, you configure settings for Manipulating string sequences using mutable builder tools. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of string builder in Java, and how do you optimize it?","Optimizing string builder in Java involves tuning configurations for Manipulating string sequences using mutable builder tools. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with string builder in Java, and how do you debug it?","A common issue with string builder in Java relates to misconfigured references to Manipulating string sequences using mutable builder tools. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,What are Lambda expressions in Java and how do they relate to functional interfaces?,Lambdas provide a clear and concise way to represent a functional interface (an interface with a single abstract method) using an expression.,Medium,Backend,InterQill Core Bank,Mid
Java,How do you implement or use lambda expressions in Java? Provide a typical use case.,"To implement lambda expressions in Java, you configure settings for Writing anonymous functions using clean arrow syntax. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of lambda expressions in Java, and how do you optimize it?","Optimizing lambda expressions in Java involves tuning configurations for Writing anonymous functions using clean arrow syntax. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with lambda expressions in Java, and how do you debug it?","A common issue with lambda expressions in Java relates to misconfigured references to Writing anonymous functions using clean arrow syntax. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,Explain the Java Streams API and how intermediate operations differ from terminal operations.,"Streams process sequences of elements. Intermediate operations (like filter, map) are lazy and return another Stream. Terminal operations (like collect, count) trigger the pipeline and return a result.",Medium,Backend,InterQill Core Bank,Mid
Java,How do you implement or use streams api in Java? Provide a typical use case.,"To implement streams api in Java, you configure settings for Processing datasets using functional mapping and filters. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of streams api in Java, and how do you optimize it?","Optimizing streams api in Java involves tuning configurations for Processing datasets using functional mapping and filters. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with streams api in Java, and how do you debug it?","A common issue with streams api in Java relates to misconfigured references to Processing datasets using functional mapping and filters. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
Java,What are Generics in Java and what is type erasure?,Generics allow parameterizing types for classes and methods to ensure compile-time type safety. Type erasure removes type parameters during compilation for backwards compatibility.,Hard,Backend,InterQill Core Bank,Senior
Java,How do you implement or use generics in Java? Provide a typical use case.,"To implement generics in Java, you configure settings for Enforcing compile-time type checks on collections. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Backend,InterQill Core Bank,Mid
Java,"What are the performance or security implications of generics in Java, and how do you optimize it?","Optimizing generics in Java involves tuning configurations for Enforcing compile-time type checks on collections. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Backend,InterQill Core Bank,Senior
Java,"What is a common error or bug associated with generics in Java, and how do you debug it?","A common issue with generics in Java relates to misconfigured references to Enforcing compile-time type checks on collections. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Backend,InterQill Core Bank,Mid
SQL,"Explain the differences between INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL JOIN.","INNER JOIN returns matching rows. LEFT JOIN returns all rows from the left table and matching rows from the right. RIGHT JOIN is the opposite. FULL JOIN returns all rows from both tables, filling mismatches with NULL.",Easy,Databases,InterQill Core Bank,Junior
SQL,How do you implement or use joins types in SQL? Provide a typical use case.,"To implement joins types in SQL, you configure settings for Connecting tables using INNER, LEFT, or FULL joins. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of joins types in SQL, and how do you optimize it?","Optimizing joins types in SQL involves tuning configurations for Connecting tables using INNER, LEFT, or FULL joins. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with joins types in SQL, and how do you debug it?","A common issue with joins types in SQL relates to misconfigured references to Connecting tables using INNER, LEFT, or FULL joins. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,What is the difference between the WHERE and HAVING clauses in SQL?,WHERE filters rows before grouping occurs. HAVING filters grouped records after the GROUP BY clause is applied.,Easy,Databases,InterQill Core Bank,Junior
SQL,How do you implement or use group by and having in SQL? Provide a typical use case.,"To implement group by and having in SQL, you configure settings for Aggregating metrics and filtering grouped row values. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of group by and having in SQL, and how do you optimize it?","Optimizing group by and having in SQL involves tuning configurations for Aggregating metrics and filtering grouped row values. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with group by and having in SQL, and how do you debug it?","A common issue with group by and having in SQL relates to misconfigured references to Aggregating metrics and filtering grouped row values. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are indexes in SQL, and how do they improve query performance?","Indexes are lookup tables that speed up data retrieval by avoiding full table scans. However, they slow down write operations (INSERT, UPDATE, DELETE) because the index must also update.",Medium,Databases,InterQill Core Bank,Mid
SQL,How do you implement or use indexes in SQL? Provide a typical use case.,"To implement indexes in SQL, you configure settings for Adding table index definitions to speed up lookups. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of indexes in SQL, and how do you optimize it?","Optimizing indexes in SQL involves tuning configurations for Adding table index definitions to speed up lookups. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with indexes in SQL, and how do you debug it?","A common issue with indexes in SQL relates to misconfigured references to Adding table index definitions to speed up lookups. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,Compare subqueries and joins. When should you use one over the other?,Joins merge rows from tables and are typically faster because query optimizers can structure them efficiently. Subqueries nest one query inside another and are useful for readability or isolated calculations.,Medium,Databases,InterQill Core Bank,Mid
SQL,How do you implement or use subqueries vs joins in SQL? Provide a typical use case.,"To implement subqueries vs joins in SQL, you configure settings for Nesting database queries versus joining schema tables. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of subqueries vs joins in SQL, and how do you optimize it?","Optimizing subqueries vs joins in SQL involves tuning configurations for Nesting database queries versus joining schema tables. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with subqueries vs joins in SQL, and how do you debug it?","A common issue with subqueries vs joins in SQL relates to misconfigured references to Nesting database queries versus joining schema tables. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,What is a transaction in SQL? Explain the ACID properties.,"A transaction is a logical unit of database work. ACID stands for Atomicity (all or nothing), Consistency (valid state transitions), Isolation (independent concurrent runs), and Durability (permanence after commit).",Hard,Databases,InterQill Core Bank,Senior
SQL,How do you implement or use transactions and acid in SQL? Provide a typical use case.,"To implement transactions and acid in SQL, you configure settings for Securing multi-table changes using ACID transactional controls. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of transactions and acid in SQL, and how do you optimize it?","Optimizing transactions and acid in SQL involves tuning configurations for Securing multi-table changes using ACID transactional controls. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with transactions and acid in SQL, and how do you debug it?","A common issue with transactions and acid in SQL relates to misconfigured references to Securing multi-table changes using ACID transactional controls. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,"Explain database normalization and the differences between 1NF, 2NF, and 3NF.",Normalization reduces data redundancy. 1NF requires atomic values and no repeating groups. 2NF removes partial dependencies (non-key fields depending on part of a composite key). 3NF removes transitive dependencies.,Hard,Databases,InterQill Core Bank,Senior
SQL,How do you implement or use normalization in SQL? Provide a typical use case.,"To implement normalization in SQL, you configure settings for Splitting tables to remove redundancies and key dependencies. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
SQL,"What are the performance or security implications of normalization in SQL, and how do you optimize it?","Optimizing normalization in SQL involves tuning configurations for Splitting tables to remove redundancies and key dependencies. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Databases,InterQill Core Bank,Senior
SQL,"What is a common error or bug associated with normalization in SQL, and how do you debug it?","A common issue with normalization in SQL relates to misconfigured references to Splitting tables to remove redundancies and key dependencies. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Databases,InterQill Core Bank,Mid
SQL,What are window functions in SQL and how do they differ from GROUP BY?,"Window functions perform calculations across a set of table rows related to the current row without collapsing rows into a single summary, using the OVER clause.",Hard,Databases,InterQill Core Bank,Senior
SQL,How do you implement or use window functions in SQL? Provide a typical use case.,"To implement window functions in SQL, you configure settings for Calculating running totals using OVER and PARTITION clauses. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Databases,InterQill Core Bank,Mid
